Year,Province,District,Rainfall_Actual_mm,Rainfall_Anomaly_pct,Rainfall_Normal_mm,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Flooded_Area_sqkm,Area_Affected_Acres,Persons_Affected,Villages_Affected,Total_Houses_Damaged,Houses_Fully_Damaged,Houses_Partially_Damaged,Schools_Total,Roads_Damaged_km,Bridges_Damaged,Est_Damages_USD_Mn,Damage_Level,Damage_Label,Rainfall_Actual_mm_normalized,Rainfall_Anomaly_pct_normalized,Rainfall_Normal_mm_normalized,Max_Temp_C_normalized,Min_Temp_C_normalized,Mean_Temp_C_normalized,Flooded_Area_sqkm_normalized,Area_Affected_Acres_normalized,Persons_Affected_normalized,Total_Houses_Damaged_normalized,Roads_Damaged_km_normalized,Est_Damages_USD_Mn_normalized
2008,Punjab,Gujrat,144,-9.4,159,39.2,24.9,30.6,28,9837,18918,26,341,114,227,4,9,0,0.3,0,Low,0.09855072463768116,0.06619741913859561,0.5517241379310345,0.5967741935483872,0.5957446808510634,0.3061224489795919,0.0005050811160272339,0.0005203072820116171,0.0005203305920568156,0.0005219127597568224,0.0005387568186409859,1.375005156269336e-05
2008,Punjab,Hafizabad,112,-34.9,172,37.4,22.7,29.3,21,7316,14070,19,253,84,169,3,6,0,0.2,0,Low,0.05217391304347826,0.023462376403552875,0.6637931034482759,0.3064516129032254,0.12765957446808468,0.04081632653061211,0.00036365840353960846,0.0003733880774919837,0.00037341371900547946,0.0003737568795677889,0.0003367230116506162,6.875025781346681e-06
2008,Punjab,Narowal,140,4.5,134,37.7,23.4,31.9,41,14196,27300,37,491,164,328,6,12,0,0.4,0,Low,0.0927536231884058,0.08949220713926596,0.33620689655172414,0.35483870967741965,0.2765957446808505,0.5714285714285711,0.0007677232963613956,0.0007743417177518319,0.000774344047072554,0.0007744511918972202,0.0007407906256313556,2.0625077344040044e-05
2008,Punjab,Layyah,123,-30.5,177,38.0,24.9,29.7,34,11631,22368,30,403,134,268,5,10,0,0.4,0,Low,0.06811594202898551,0.030836266130383778,0.7068965517241379,0.4032258064516127,0.5957446808510634,0.12244897959183633,0.0006263005838737702,0.000624858274835188,0.000624881584636665,0.0006262953117081868,0.0006061014209711092,2.0625077344040044e-05
2008,Punjab,Bhakkar,162,-7.4,175,37.6,22.3,29.3,23,8085,15548,21,280,93,187,3,7,0,0.2,0,Low,0.1246376811594203,0.06954918719624603,0.6896551724137931,0.3387096774193549,0.042553191489361555,0.04081632653061211,0.0004040648928217872,0.0004182039712942836,0.00041820397031939755,0.0004192137973530605,0.00040406761398073944,6.875025781346681e-06
2008,Sindh,All (Province Level),145,29.5,112,38.9,24.0,30.7,761,263826,507358,685,9132,3044,6088,112,228,4,8.1,1,Medium,0.1,0.1313893078598961,0.14655172413793102,0.5483870967741931,0.4042553191489359,0.3265306122448976,0.015314059437945735,0.015322315150610251,0.015322326770521057,0.015322348472731742,0.015287224728937976,0.0005500020625077344
2008,Sindh,Karachi,212,100.0,106,40.1,24.5,32.5,46,15794,30374,41,547,182,364,7,14,0,0.5,0,Low,0.19710144927536233,0.2495391318920731,0.09482758620689655,0.7419354838709676,0.5106382978723402,0.693877551020408,0.0008687395195668424,0.0008674701940796281,0.0008675004966929764,0.0008687322065629688,0.0008754798302916022,2.7500103125386724e-05
2008,Sindh,Hyderabad,212,96.3,108,37.6,23.5,31.3,55,18990,36519,49,657,219,438,8,16,0,0.6,0,Low,0.19710144927536233,0.2433383609854198,0.11206896551724138,0.3387096774193549,0.2978723404255317,0.4489795918367347,0.0010505687213366467,0.0010537271467352205,0.0010537224820272298,0.0010539270567992605,0.0010101690349518487,3.43751289067334e-05
2008,Sindh,Sukkur,158,30.6,121,39.8,23.9,30.4,29,9897,19032,26,343,114,228,4,9,0,0.3,0,Low,0.11884057971014493,0.13323278029160385,0.22413793103448276,0.6935483870967735,0.38297872340425476,0.2653061224489791,0.0005252843606683233,0.0005238039707348134,0.0005237853205072802,0.0005252799388520276,0.0005387568186409859,1.375005156269336e-05
2008,Sindh,Larkana,95,-11.2,107,37.0,26.0,31.4,26,9090,17481,24,315,105,210,4,8,0,0.3,0,Low,0.02753623188405797,0.06318082788671026,0.10344827586206896,0.24193548387096764,0.8297872340425531,0.4693877551020404,0.00046467462674505526,0.00047677350740782246,0.0004767828307996436,0.00047813943151915335,0.00047141221631086266,1.375005156269336e-05
2008,Sindh,Khairpur,105,-4.5,110,38.8,24.1,30.8,38,13018,25035,34,451,150,300,6,11,0,0.4,0,Low,0.042028985507246375,0.07440925087983911,0.12931034482758622,0.5322580645161283,0.4255319148936171,0.346938775510204,0.0007071135624381275,0.0007056900624864103,0.0007057040475962181,0.0007071076099931141,0.0006734460233012324,2.0625077344040044e-05
2008,Sindh,Jacobabad,168,47.4,114,38.8,22.9,30.7,78,26892,51715,70,931,310,621,11,23,0,0.8,0,Low,0.13333333333333333,0.16138763197586728,0.16379310344827586,0.5322580645161283,0.17021276595744622,0.3265306122448976,0.001515243348081702,0.00151424105158018,0.0015142317235470534,0.0015152305928423874,0.0014815812512627112,4.812518046942677e-05
2008,Sindh,Shikarpur,158,53.4,103,40.5,25.8,32.0,22,7791,14982,20,270,90,180,3,7,0,0.2,0,Low,0.11884057971014493,0.1714429361488185,0.06896551724137931,0.8064516129032254,0.7872340425531914,0.5918367346938774,0.0003838616481806978,0.0004010701965506215,0.00040105154660919614,0.000402377901877034,0.00040406761398073944,6.875025781346681e-06
2008,Sindh,Kashmore,104,-14.8,122,36.3,25.3,30.3,53,18508,35593,48,641,214,427,8,16,0,0.6,0,Low,0.04057971014492753,0.057147645382939496,0.23275862068965517,0.1290322580645156,0.6808510638297872,0.2448979591836734,0.0010101622320544679,0.0010256370806588763,0.0010256603895260877,0.001026989624037618,0.0010101690349518487,3.43751289067334e-05
2008,Sindh,Dadu,106,-4.5,111,40.6,24.1,32.6,74,25562,49157,66,885,295,590,11,22,0,0.8,0,Low,0.043478260869565216,0.07440925087983911,0.13793103448275862,0.8225806451612901,0.4255319148936171,0.7142857142857145,0.0014344303695173445,0.001436731118215994,0.001436712465860313,0.0014377854736526653,0.0014142366489325881,4.812518046942677e-05
2008,Sindh,Jamshoro,124,21.6,102,39.5,23.7,31.2,43,14764,28392,38,511,170,341,6,13,0,0.5,0,Low,0.06956521739130435,0.11814982403217698,0.0603448275862069,0.6451612903225803,0.3404255319148932,0.42857142857142827,0.0008081297856435744,0.000807443704331424,0.0008074367090717411,0.0008081229828492733,0.0008081352279614789,2.7500103125386724e-05
2008,Sindh,Thatta,200,56.2,128,37.7,25.4,32.2,44,15219,29267,40,527,176,351,6,13,0,0.5,0,Low,0.17971014492753623,0.1761354114295291,0.28448275862068967,0.35483870967741965,0.7021276595744675,0.6326530612244903,0.0008283330302846637,0.0008339602604823297,0.0008339532651608334,0.0008350604156109157,0.0008081352279614789,2.7500103125386724e-05
2008,Sindh,Badin,113,14.1,99,39.9,23.9,32.5,58,20040,38539,52,694,231,462,8,17,0,0.6,0,Low,0.0536231884057971,0.10558069381598795,0.034482758620689655,0.7096774193548382,0.38297872340425476,0.693877551020408,0.0011111784552599148,0.0011149191993911566,0.0011149378457986198,0.0011162198700605586,0.0010775136372819718,3.43751289067334e-05
2008,Sindh,Sanghar,202,83.6,110,38.2,24.6,32.9,43,15058,28958,39,521,174,347,6,13,0,0.5,0,Low,0.1826086956521739,0.22205463381933974,0.12931034482758622,0.4354838709677422,0.5319148936170214,0.7755102040816323,0.0008081297856435744,0.0008245774790750862,0.0008245891327819425,0.0008249588783252998,0.0008081352279614789,2.7500103125386724e-05
2008,Sindh,Mirpur Khas,177,48.7,119,39.1,22.7,30.3,22,7503,14429,19,260,87,173,3,6,0,0.2,0,Low,0.1463768115942029,0.16356628121334005,0.20689655172413793,0.5806451612903225,0.12765957446808468,0.2448979591836734,0.0003838616481806978,0.000384286090679279,0.00038429308316088986,0.00038554200640100744,0.0003367230116506162,6.875025781346681e-06
2008,Sindh,Tharparkar,123,20.6,102,40.5,22.2,33.1,43,14885,28625,39,515,172,344,6,13,0,0.5,0,Low,0.06811594202898551,0.11647394000335178,0.0603448275862069,0.8064516129032254,0.0212765957446804,0.8163265306122451,0.0008081297856435744,0.0008144953599232034,0.0008144976891503223,0.0008148573410396839,0.0008081352279614789,2.7500103125386724e-05
2008,Sindh,Umerkot,125,30.2,96,39.4,25.5,32.1,60,20648,39708,54,715,238,476,9,18,0,0.6,0,Low,0.07101449275362319,0.13256242668007376,0.008620689655172414,0.6290322580645156,0.7234042553191488,0.6122448979591838,0.0011515849445420934,0.0011503523117862128,0.001150363964733647,0.0011515752505602145,0.001144858239612095,3.43751289067334e-05
2008,Sindh,Matiari,187,59.8,117,39.5,25.5,31.6,31,10855,20875,28,376,125,250,5,9,0,0.3,0,Low,0.1608695652173913,0.18216859393329982,0.1896551724137931,0.6451612903225803,0.7234042553191488,0.5102040816326532,0.000565690849950502,0.0005796344340151819,0.0005796367637897911,0.0005808383939229152,0.0005387568186409859,1.375005156269336e-05
2008,Sindh,Qambar,97,-11.0,109,37.7,22.4,30.5,25,8563,16468,22,296,99,198,4,7,0,0.3,0,Low,0.030434782608695653,0.06351600469247529,0.1206896551724138,0.35483870967741965,0.06382978723404195,0.28571428571428553,0.0004444713821039659,0.0004460609247890812,0.00044608423500735734,0.00044615123011470295,0.00040406761398073944,1.375005156269336e-05
2008,KPK,All (Province Level),225,38.0,163,36.9,25.0,31.2,556,192913,370986,501,6678,2226,4452,82,167,3,5.9,1,Medium,0.21594202898550724,0.14563432210491037,0.5862068965517241,0.2258064516129029,0.6170212765957445,0.42857142857142827,0.011172394286522416,0.01118963702680987,0.011189623013970558,0.011190819722914832,0.011179203986800458,0.0003987514953181075
2008,KPK,Peshawar,236,33.3,177,39.2,22.3,29.4,18,6394,12296,17,221,74,148,3,6,0,0.2,0,Low,0.2318840579710145,0.13775766716943189,0.7068965517241379,0.5967741935483872,0.042553191489361555,0.061224489795917804,0.0003030486696163404,0.0003196556274455331,0.00031965329557456557,0.000319882014044504,0.0003367230116506162,6.875025781346681e-06
2008,KPK,Nowshera,182,19.7,152,39.7,25.8,30.8,24,8488,16323,22,294,98,196,4,7,0,0.3,0,Low,0.1536231884057971,0.11496564437740908,0.49137931034482757,0.6774193548387099,0.7872340425531914,0.346938775510204,0.00042426813746287653,0.00044169006388508576,0.00044169006285545067,0.00044278405101949765,0.00040406761398073944,1.375005156269336e-05
2008,KPK,Charsadda,231,54.0,150,38.9,26.0,31.6,39,13456,25877,35,466,155,311,6,12,0,0.4,0,Low,0.2246376811594203,0.17244846656611365,0.47413793103448276,0.5483870967741931,0.8297872340425531,0.5102040816326532,0.0007273168070792169,0.0007312158901657436,0.0007312205507128075,0.0007323614532071539,0.0007407906256313556,2.0625077344040044e-05
2008,KPK,Mardan,160,-12.1,182,38.2,23.9,31.5,29,10009,19248,26,346,115,231,4,9,0,0.3,0,Low,0.12173913043478261,0.061672532260767556,0.75,0.4354838709677422,0.38297872340425476,0.4897959183673468,0.0005252843606683233,0.0005303311230181133,0.0005303311217818447,0.0005303307074948356,0.0005387568186409859,1.375005156269336e-05
2008,KPK,Swat,273,82.0,150,39.2,25.4,32.4,26,8958,17226,23,310,103,207,4,8,0,0.3,0,Low,0.2855072463768116,0.2193732193732194,0.47413793103448276,0.5967741935483872,0.7021276595744675,0.6734693877551017,0.00046467462674505526,0.0004690807922167905,0.0004690551487393938,0.0004697214837811401,0.00047141221631086266,1.375005156269336e-05
2008,KPK,Malakand,164,-6.8,176,37.0,24.1,30.3,33,11417,21955,30,395,132,263,5,10,0,0.3,0,Low,0.12753623188405797,0.07055471761354115,0.6982758620689655,0.24193548387096764,0.4255319148936171,0.2448979591836734,0.0006060973392326808,0.0006123867517224543,0.0006123657701626135,0.0006128265953273655,0.0006061014209711092,1.375005156269336e-05
2008,KPK,Dir Upper,146,-16.6,175,37.3,22.1,31.2,21,7321,14079,19,253,84,169,3,6,0,0.2,0,Low,0.10144927536231885,0.05413105413105413,0.6896551724137931,0.2903225806451607,0.0,0.42857142857142827,0.00036365840353960846,0.00037367946821891673,0.00037368646072525295,0.0003737568795677889,0.0003367230116506162,6.875025781346681e-06
2008,KPK,Dir Lower,278,95.8,142,39.9,22.1,30.1,15,5074,9757,13,176,59,117,2,4,0,0.2,0,Low,0.2927536231884058,0.24250041897100721,0.4051724137931034,0.7096774193548382,0.0,0.20408163265306128,0.0002424389356930723,0.00024272847553521336,0.0002427098259629025,0.00024412048440238465,0.00020203380699036972,6.875025781346681e-06
2008,KPK,Chitral,156,0.0,156,37.0,25.5,30.4,34,11833,22756,31,410,137,273,5,10,0,0.4,0,Low,0.11594202898550725,0.08195072900955254,0.5258620689655172,0.24193548387096764,0.7234042553191488,0.2653061224489791,0.0006263005838737702,0.0006366304602032823,0.0006366397832224568,0.0006380804385414054,0.0006061014209711092,2.0625077344040044e-05
2008,KPK,Mansehra,223,21.9,183,37.6,26.0,29.5,49,17062,32811,44,591,197,394,7,15,0,0.5,0,Low,0.21304347826086956,0.11865258924082454,0.7586206896551724,0.3387096774193549,0.8297872340425531,0.08163265306122422,0.0009293492534901105,0.0009413668824298444,0.0009413528934805396,0.0009428101466574855,0.0009428244326217253,2.7500103125386724e-05
2008,KPK,Abbottabad,213,26.0,169,39.2,22.1,29.8,37,12674,24374,33,439,146,292,5,11,0,0.4,0,Low,0.19855072463768117,0.1255237137590079,0.6379310344827587,0.5967741935483872,0.0,0.14285714285714277,0.0006869103177970382,0.0006856423804734178,0.0006856726835106296,0.0006869045354218823,0.0006734460233012324,2.0625077344040044e-05
2008,KPK,Haripur,331,88.1,176,40.4,24.9,30.3,41,14298,27497,37,495,165,330,6,12,0,0.4,0,Low,0.3695652173913043,0.22959611194905316,0.6982758620689655,0.7903225806451607,0.5957446808510634,0.2448979591836734,0.0007677232963613956,0.0007802860885812657,0.0007803140602720411,0.0007811855500876308,0.0007407906256313556,2.0625077344040044e-05
2008,KPK,Swabi,265,87.9,141,37.5,25.9,31.2,22,7585,14587,20,263,88,175,3,7,0,0.2,0,Low,0.27391304347826084,0.22926093514328813,0.39655172413793105,0.32258064516129015,0.8085106382978718,0.42857142857142827,0.0003838616481806978,0.0003890648986009807,0.00038908121557469167,0.0003905927750438154,0.00040406761398073944,6.875025781346681e-06
2008,KPK,Buner,177,12.7,157,37.5,22.3,32.2,28,9743,18736,25,337,112,225,4,8,0,0.3,0,Low,0.1463768115942029,0.10323445617563265,0.5344827586206896,0.32258064516129015,0.042553191489361555,0.6326530612244903,0.0005050811160272339,0.0005148291363452761,0.0005148151483902844,0.0005151784015664117,0.00047141221631086266,1.375005156269336e-05
2008,KPK,Shangla,307,106.0,149,39.0,24.0,32.7,34,11721,22541,30,406,135,270,5,10,0,0.4,0,Low,0.3347826086956522,0.25959443606502436,0.46551724137931033,0.5645161290322578,0.4042553191489359,0.7346938775510209,0.0006263005838737702,0.0006301033079199825,0.0006301242865834227,0.0006313460803509947,0.0006061014209711092,2.0625077344040044e-05
2008,KPK,Kohistan,258,68.6,153,36.4,24.7,32.1,24,8489,16325,22,294,98,196,4,7,0,0.3,0,Low,0.263768115942029,0.19691637338696164,0.5,0.14516129032258035,0.5531914893617017,0.6122448979591838,0.00042426813746287653,0.00044174834203047236,0.00044175067212651143,0.00044278405101949765,0.00040406761398073944,1.375005156269336e-05
2008,KPK,Battagram,215,24.3,173,36.7,25.7,30.3,27,9501,18271,25,329,110,219,4,8,0,0.3,0,Low,0.20144927536231885,0.12267471091000505,0.6724137931034483,0.19354838709677458,0.7659574468085103,0.2448979591836734,0.0004848778713861446,0.0005007258251617175,0.0005007234928686526,0.0005017096851855905,0.00047141221631086266,1.375005156269336e-05
2008,KPK,Tor Ghar,158,-3.7,164,37.0,25.5,29.2,20,6834,13143,18,237,79,158,3,6,0,0.2,0,Low,0.11884057971014493,0.07574995810289928,0.5948275862068966,0.24193548387096764,0.7234042553191488,0.020408163265305694,0.0003434551588985191,0.00034529801141563966,0.0003453213218688069,0.00034681944680614644,0.0003367230116506162,6.875025781346681e-06
2008,Balochistan,All (Province Level),167,50.5,111,37.1,23.9,31.1,364,126287,242860,328,4371,1457,2914,53,109,2,3.9,0,Low,0.1318840579710145,0.16658287246522543,0.13793103448275862,0.25806451612903236,0.38297872340425476,0.40816326530612257,0.007293371315433258,0.007306797312281868,0.007306811282003665,0.007306778636595512,0.00727321705165331,0.0002612509796911738
2008,Balochistan,Quetta,190,100.0,95,38.0,26.0,31.2,21,7270,13981,19,252,84,168,3,6,0,0.2,0,Low,0.16521739130434782,0.2495391318920731,0.0,0.4032258064516127,0.8297872340425531,0.42857142857142827,0.00036365840353960846,0.00037070728280419983,0.0003707166064432746,0.00037207329002018625,0.0003367230116506162,6.875025781346681e-06
2008,Balochistan,Khuzdar,217,80.8,120,38.3,26.0,29.7,24,8245,15856,21,285,95,190,3,7,0,0.3,0,Low,0.20434782608695654,0.21736215853862914,0.21551724137931033,0.4516129032258058,0.8297872340425531,0.12244897959183633,0.00042426813746287653,0.0004275284745561405,0.000427537798062758,0.0004276317450910738,0.00040406761398073944,1.375005156269336e-05
2008,Balochistan,Turbat,222,126.5,98,37.0,22.2,30.3,14,4742,9119,12,164,55,109,2,4,0,0.1,0,Low,0.21159420289855072,0.29395005865594104,0.02586206896551724,0.24193548387096764,0.0212765957446804,0.2448979591836734,0.00022223569105198296,0.00022338013126686022,0.00022337546849451298,0.0002239174098311528,0.00020203380699036972,0.0
2008,Balochistan,Gwadar,153,43.0,107,35.7,23.3,31.7,29,10157,19533,26,352,117,234,4,9,0,0.3,0,Low,0.11159420289855072,0.15401374224903638,0.10344827586206896,0.032258064516129475,0.2553191489361701,0.5306122448979589,0.0005252843606683233,0.0005389562885353309,0.0005389679429080061,0.0005404322447804515,0.0005387568186409859,1.375005156269336e-05
2008,Balochistan,Lasbela,104,-16.1,124,39.6,25.2,31.0,41,14059,27036,36,487,162,324,6,12,0,0.4,0,Low,0.04057971014492753,0.054968996145466735,0.25,0.6612903225806451,0.659574468085106,0.38775510204081615,0.0007677232963613956,0.0007663576118338669,0.0007663436232925308,0.0007677168337068096,0.0007407906256313556,2.0625077344040044e-05
2008,Balochistan,Mastung,110,7.8,102,36.9,24.1,32.1,18,6250,12019,16,216,72,144,3,5,0,0.2,0,Low,0.04927536231884058,0.09502262443438915,0.0603448275862069,0.2258064516129029,0.4255319148936171,0.6122448979591838,0.0003030486696163404,0.0003112635745098619,0.00031125891153264724,0.00031146406630649075,0.00026937840932049294,6.875025781346681e-06
2008,Balochistan,Kalat,244,93.7,126,39.6,26.1,31.3,16,5647,10860,15,195,65,130,2,5,0,0.2,0,Low,0.24347826086956523,0.2389810625104743,0.2672413793103448,0.6612903225806451,0.8510638297872342,0.4489795918367347,0.00026264218033416166,0.0002761218528417385,0.00027613583895292395,0.00027610868580683505,0.00026937840932049294,6.875025781346681e-06
2008,Balochistan,Sibi,155,52.0,102,36.7,22.7,31.6,25,8605,16549,22,298,99,199,4,7,0,0.3,0,Low,0.1144927536231884,0.16909669850846323,0.0603448275862069,0.19354838709677458,0.12765957446808468,0.5102040816326532,0.0004444713821039659,0.00044850860689531864,0.00044853891048531904,0.00044951840920990824,0.00040406761398073944,1.375005156269336e-05
2008,Balochistan,Nasirabad,122,0.8,121,38.9,23.7,31.8,31,10589,20363,27,367,122,244,4,9,0,0.3,0,Low,0.06666666666666667,0.0832914362326127,0.22413793103448276,0.5483870967741931,0.3404255319148932,0.5510204081632654,0.000565690849950502,0.0005641324473423447,0.0005641207903982308,0.0005656860879944913,0.0005387568186409859,1.375005156269336e-05
2008,Balochistan,Jaffarabad,238,128.8,104,38.0,25.7,32.0,16,5441,10463,14,188,63,126,2,5,0,0.2,0,Low,0.23478260869565218,0.29780459192223907,0.07758620689655173,0.4032258064516127,0.7659574468085103,0.5918367346938774,0.00026264218033416166,0.0002641165548920977,0.00026410489864735865,0.0002643235589736165,0.00026937840932049294,6.875025781346681e-06
2008,Balochistan,Bolan,101,-12.2,115,37.9,22.7,33.0,10,3499,6728,9,121,40,81,1,3,0,0.1,0,Low,0.036231884057971016,0.06150494385788505,0.1724137931034483,0.387096774193548,0.12765957446808468,0.7959183673469388,0.0001414227124876255,0.00015094039655130917,0.0001509170849413478,0.00015152305928423874,0.00013468920466024647,0.0
2008,Balochistan,Zhob,175,49.6,117,36.1,23.2,32.4,20,6869,13209,18,238,79,159,3,6,0,0.2,0,Low,0.14347826086956522,0.16507457683928273,0.1896551724137931,0.09677419354838729,0.23404255319148895,0.6734693877551017,0.0003434551588985191,0.0003473377465041709,0.0003473214278138127,0.0003485030363537491,0.0003367230116506162,6.875025781346681e-06
2008,Balochistan,Loralai,165,71.9,96,36.5,23.9,30.0,22,7786,14974,20,270,90,180,3,7,0,0.2,0,Low,0.1289855072463768,0.20244679068208485,0.008620689655172414,0.16129032258064507,0.38297872340425476,0.18367346938775486,0.0003838616481806978,0.00040077880582368845,0.00040080910952495304,0.000402377901877034,0.00040406761398073944,6.875025781346681e-06
2008,Balochistan,Dera Bugti,248,105.0,121,39.9,23.1,33.0,15,5236,10069,14,181,60,121,2,5,0,0.2,0,Low,0.2492753623188406,0.2579185520361991,0.22413793103448276,0.7096774193548382,0.21276595744680854,0.7959183673469388,0.0002424389356930723,0.0002521695350878435,0.00025216487224838456,0.0002525384321403979,0.00026937840932049294,6.875025781346681e-06
2008,Balochistan,Kohlu,250,111.9,118,40.6,24.4,30.2,20,6991,13444,18,242,81,161,3,6,0,0.2,0,Low,0.25217391304347825,0.26948215183509305,0.19827586206896552,0.8225806451612901,0.48936170212765906,0.22448979591836699,0.0003434551588985191,0.0003544476802413368,0.0003544430171634546,0.0003552373945441597,0.0003367230116506162,6.875025781346681e-06
2008,Balochistan,Jhal Magsi,111,-3.5,115,40.6,22.9,32.3,23,7811,15021,20,270,90,180,3,7,0,0.2,0,Low,0.050724637681159424,0.07608513490866432,0.1724137931034483,0.8225806451612901,0.17021276595744622,0.6530612244897952,0.0004040648928217872,0.0004022357594583536,0.0004022334273948814,0.000402377901877034,0.00040406761398073944,6.875025781346681e-06
2008,AJK,All (Province Level),242,48.5,163,38.2,25.1,31.7,212,73538,141419,191,2546,849,1697,31,64,1,2.3,1,Medium,0.24057971014492754,0.16323110440757502,0.5862068965517241,0.4354838709677422,0.6382978723404257,0.5306122448979589,0.004222478129987676,0.004232683421283796,0.004232678749165259,0.0042342277122206715,0.004242709946797764,0.00015125056718962693
2008,AJK,Muzaffarabad,302,100.0,151,38.9,24.8,29.8,17,5998,11534,16,208,69,138,3,5,0,0.2,0,Low,0.32753623188405795,0.2495391318920731,0.4827586206896552,0.5483870967741931,0.5744680851063829,0.14285714285714277,0.000282845424975251,0.0002965774818724372,0.0002965611633004076,0.0002979953499256695,0.00026937840932049294,6.875025781346681e-06
2008,AJK,Mirpur,254,82.7,139,35.7,23.5,32.9,33,11386,21896,30,394,131,263,5,10,0,0.3,0,Low,0.2579710144927536,0.22054633819339703,0.3793103448275862,0.032258064516129475,0.2978723404255317,0.7755102040816323,0.0006060973392326808,0.0006105801292154695,0.0006105777966663204,0.0006111430057797629,0.0006061014209711092,1.375005156269336e-05
2008,AJK,Rawlakot,194,26.0,154,39.9,25.0,29.5,21,7238,13920,19,251,84,167,3,6,0,0.2,0,Low,0.17101449275362318,0.1255237137590079,0.5086206896551724,0.7096774193548382,0.6170212765957445,0.08163265306122422,0.00036365840353960846,0.00036884238215182844,0.00036886802367592077,0.0003703897004725836,0.0003367230116506162,6.875025781346681e-06
2008,AJK,Kotli,250,46.2,171,36.3,23.3,30.7,18,6125,11779,16,212,71,141,3,5,0,0.2,0,Low,0.25217391304347825,0.15937657114127704,0.6551724137931034,0.1290322580645156,0.2553191489361701,0.3265306122448976,0.0003030486696163404,0.0003039788063365361,0.00030398579900535336,0.00030472970811608015,0.00026937840932049294,6.875025781346681e-06
2008,AJK,Bagh,155,-11.9,176,37.5,23.7,32.2,49,16910,32520,44,585,195,390,7,15,0,0.5,0,Low,0.1144927536231884,0.0620077090665326,0.6982758620689655,0.32258064516129015,0.3404255319148932,0.6326530612244903,0.0009293492534901105,0.0009325086043310803,0.0009325342445411957,0.0009327086093718696,0.0009428244326217253,2.7500103125386724e-05
2008,AJK,Haveli,271,73.7,156,39.6,23.1,31.4,48,16566,31858,43,573,191,382,7,14,0,0.5,0,Low,0.2826086956521739,0.20546338193397018,0.5258620689655172,0.6612903225806451,0.21276595744680854,0.4693877551020404,0.0009091460088490211,0.0009124609223180878,0.0009124725758200767,0.0009125055348006378,0.0008754798302916022,2.7500103125386724e-05
2008,AJK,Neelum,198,33.8,148,40.3,22.5,31.2,25,8634,16604,22,299,100,199,4,7,0,0.3,0,Low,0.17681159420289855,0.13859560918384448,0.45689655172413796,0.774193548387096,0.08510638297872311,0.42857142857142827,0.0004444713821039659,0.00045019867311153023,0.00045020566543949053,0.0004512019987575109,0.00040406761398073944,1.375005156269336e-05
2008,AJK,Hattian,153,4.1,147,40.0,23.2,33.0,14,4793,9218,12,166,55,111,2,4,0,0.1,0,Low,0.11159420289855072,0.08882185352773589,0.4482758620689655,0.7258064516129029,0.23404255319148895,0.7959183673469388,0.00022223569105198296,0.00022635231668157712,0.0002263756274120217,0.0002272845889263581,0.00020203380699036972,0.0
2008,Gilgit-Baltistan,All (Province Level),179,26.1,142,38.2,24.6,30.7,129,44750,86057,116,1549,516,1033,19,39,1,1.4,0,Low,0.1492753623188406,0.12569130216189042,0.4051724137931034,0.4354838709677422,0.5319148936170214,0.3265306122448976,0.002545608824777259,0.0025549721718941872,0.0025549535169317452,0.0025556889332608267,0.002559094888544683,8.937533515750683e-05
2008,Gilgit-Baltistan,Gilgit,260,63.5,159,37.8,25.2,31.1,17,5900,11346,15,204,68,136,2,5,0,0.2,0,Low,0.26666666666666666,0.18836936483995312,0.5517241379310345,0.37096774193548326,0.659574468085106,0.40816326530612257,0.000282845424975251,0.0002908662236245498,0.000290863891820694,0.0002912609917352589,0.00026937840932049294,6.875025781346681e-06
2008,Gilgit-Baltistan,Skardu,203,57.4,129,37.3,25.5,30.0,13,4591,8829,12,159,53,106,2,4,0,0.1,0,Low,0.18405797101449275,0.17814647226411934,0.29310344827586204,0.2903225806451607,0.7234042553191488,0.18367346938775486,0.0002020324464108936,0.00021458013131348276,0.00021458712419069955,0.00021549946209313954,0.00020203380699036972,0.0
2008,Gilgit-Baltistan,Ghanche,259,82.4,142,37.7,25.4,32.5,7,2369,4555,6,82,27,55,1,2,0,0.1,0,Low,0.26521739130434785,0.2200435729847495,0.4051724137931034,0.35483870967741965,0.7021276595744675,0.693877551020408,8.081297856435743e-05,8.508609226444454e-05,8.506511193380788e-05,8.586306692773529e-05,6.734460233012324e-05,0.0
2008,Gilgit-Baltistan,Ghizer,232,55.7,149,36.4,25.6,31.3,15,5196,9992,13,180,60,120,2,4,0,0.2,0,Low,0.22608695652173913,0.17529746941511648,0.46551724137931033,0.14516129032258035,0.7446808510638299,0.4489795918367347,0.0002424389356930723,0.0002498384092723793,0.00024983141531254445,0.00025085484259279524,0.00020203380699036972,6.875025781346681e-06
2008,Gilgit-Baltistan,Hunza,113,-10.3,126,39.5,22.1,30.8,12,4181,8040,11,145,48,96,2,4,0,0.1,0,Low,0.0536231884057971,0.06468912351265292,0.2672413793103448,0.6451612903225803,0.0,0.346938775510204,0.00018182920176980423,0.00019068609170497434,0.00019067676675722095,0.0001919292084267024,0.00020203380699036972,0.0
