Year,Province,District,Rainfall_Actual_mm,Rainfall_Anomaly_pct,Flooded_Area_sqkm,Persons_Affected,Persons_in_Camps,Medical_Camps,Persons_Rescued,Total_Houses_Damaged,Roads_Damaged_km,Est_Damages_USD_Mn,Max_Temp_C,Min_Temp_C,Mean_Temp_C,Total_Deaths_Cum,Fatality_Category,Fatality_Label
2009,KPK,Battagram,105,-22.2,33,21686,651,0,130,390,10,0.3,36.9,22.2,32.3,6,1,Category_1_Low_1to50
2009,KPK,Tor Ghar,76,-46.5,32,21132,634,0,127,380,10,0.3,38.8,24.4,31.7,5,1,Category_1_Low_1to50
2009,Balochistan,All (Province Level),176,25.7,280,186367,5591,1,1118,3355,84,3.0,39.7,24.7,31.1,48,1,Category_1_Low_1to50
2009,Balochistan,Quetta,142,-1.4,20,13129,394,0,79,236,6,0.2,40.4,25.9,30.6,3,1,Category_1_Low_1to50
2009,Balochistan,Khuzdar,263,64.4,15,9899,297,0,59,178,4,0.2,39.0,25.4,32.1,3,1,Category_1_Low_1to50
2009,Balochistan,Turbat,178,21.1,14,9321,280,0,56,168,4,0.1,39.1,23.7,33.0,2,1,Category_1_Low_1to50
2009,Balochistan,Gwadar,215,45.3,12,7775,233,0,47,140,3,0.1,39.0,23.3,29.8,2,1,Category_1_Low_1to50
2009,Balochistan,Lasbela,134,-10.1,21,14020,421,0,84,252,6,0.2,38.0,24.8,32.5,4,1,Category_1_Low_1to50
2009,Balochistan,Mastung,229,57.9,8,5550,166,0,33,100,2,0.1,39.2,25.5,32.4,1,1,Category_1_Low_1to50
2009,Balochistan,Kalat,183,34.6,26,17384,522,0,104,313,8,0.3,36.5,24.5,30.3,4,1,Category_1_Low_1to50
2009,Balochistan,Sibi,200,49.3,26,17382,521,0,104,313,8,0.3,36.0,22.3,30.9,4,1,Category_1_Low_1to50
2009,Balochistan,Nasirabad,245,57.1,11,7245,217,0,43,130,3,0.1,39.0,23.0,32.7,2,1,Category_1_Low_1to50
2009,Balochistan,Jaffarabad,222,69.5,20,13207,396,0,79,238,6,0.2,39.8,26.1,29.3,3,1,Category_1_Low_1to50
2009,Balochistan,Bolan,260,87.1,26,17474,524,0,105,315,8,0.3,40.0,22.4,30.5,5,1,Category_1_Low_1to50
2009,Balochistan,Zhob,235,51.6,13,8488,255,0,51,153,4,0.1,40.4,22.5,30.7,2,1,Category_1_Low_1to50
2009,Balochistan,Loralai,142,2.2,8,5497,165,0,33,99,2,0.1,37.1,22.6,29.9,1,1,Category_1_Low_1to50
2009,Balochistan,Dera Bugti,226,41.2,15,9679,290,0,58,174,4,0.2,37.9,23.3,32.4,2,1,Category_1_Low_1to50
2009,Balochistan,Kohlu,142,14.5,13,8466,254,0,51,152,4,0.1,37.0,23.6,31.9,2,1,Category_1_Low_1to50
2009,Balochistan,Jhal Magsi,234,87.2,8,5415,162,0,32,97,2,0.1,37.5,25.6,29.8,1,1,Category_1_Low_1to50
2009,AJK,All (Province Level),164,31.2,110,73485,2205,1,441,1323,33,1.2,38.4,24.8,30.5,19,1,Category_1_Low_1to50
2009,AJK,Muzaffarabad,120,-7.7,15,9960,299,0,60,179,4,0.2,37.1,24.1,29.5,3,1,Category_1_Low_1to50
2009,AJK,Mirpur,220,103.7,12,7791,234,0,47,140,4,0.1,37.8,24.0,32.1,2,1,Category_1_Low_1to50
2009,AJK,Rawlakot,213,53.2,16,10858,326,0,65,195,5,0.2,37.3,24.3,32.6,3,1,Category_1_Low_1to50
2009,AJK,Kotli,153,34.2,25,16879,506,0,101,304,8,0.3,38.2,25.1,31.2,4,1,Category_1_Low_1to50
2009,AJK,Bagh,152,10.1,16,10864,326,0,65,196,5,0.2,37.8,23.5,31.0,3,1,Category_1_Low_1to50
2009,AJK,Haveli,127,-10.6,13,8994,270,0,54,162,4,0.1,36.6,24.4,31.5,2,1,Category_1_Low_1to50
2009,AJK,Neelum,132,3.9,15,9880,296,0,59,178,4,0.2,37.6,24.8,29.8,3,1,Category_1_Low_1to50
2009,AJK,Hattian,140,22.8,12,7979,239,0,48,144,4,0.1,36.7,25.5,30.3,2,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,All (Province Level),218,55.7,95,63176,1895,1,379,1137,28,1.0,37.2,23.9,31.8,16,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,Gilgit,240,55.8,8,5152,155,0,31,93,2,0.1,39.7,22.9,31.9,1,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,Skardu,302,134.1,7,4728,142,0,28,85,2,0.1,37.1,22.2,32.7,1,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,Ghanche,278,122.4,16,10987,330,0,66,198,5,0.2,38.0,23.6,29.6,3,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,Ghizer,139,6.1,15,9753,293,0,59,176,4,0.2,36.8,23.1,32.8,2,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,Hunza,280,124.0,11,7490,225,0,45,135,3,0.1,38.2,23.9,31.6,2,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,Nagar,209,35.7,21,13756,413,0,83,248,6,0.2,36.6,22.3,30.0,3,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,Astore,251,59.9,10,6679,200,0,40,120,3,0.1,38.3,24.2,29.4,2,1,Category_1_Low_1to50
2009,Gilgit-Baltistan,Diamer,217,40.9,7,4354,131,0,26,78,2,0.1,36.5,22.3,31.0,1,1,Category_1_Low_1to50
2009,FATA,All (Province Level),116,-21.6,58,38692,1161,1,232,696,17,0.6,37.1,24.4,30.8,10,1,Category_1_Low_1to50
2009,FATA,Khyber,153,7.0,5,3454,104,0,21,62,2,0.1,39.5,22.7,32.3,1,1,Category_1_Low_1to50
2009,FATA,Kurram,129,-22.8,7,4507,135,0,27,81,2,0.1,37.7,22.4,29.3,1,1,Category_1_Low_1to50
2009,FATA,Orakzai,151,11.0,11,7443,223,0,45,134,3,0.1,37.5,22.3,33.0,2,1,Category_1_Low_1to50
2009,FATA,Mohmand,97,-36.6,12,8133,244,0,49,146,4,0.1,39.1,23.4,32.6,2,1,Category_1_Low_1to50
2009,FATA,Bajaur,147,6.5,15,9846,295,0,59,177,4,0.2,37.1,26.0,29.2,3,1,Category_1_Low_1to50
2009,FATA,North Waziristan,135,-20.6,11,7553,227,0,45,136,3,0.1,37.3,23.5,29.5,2,1,Category_1_Low_1to50
2009,FATA,South Waziristan,105,-35.6,7,4464,134,0,27,80,2,0.1,40.4,22.9,30.7,1,1,Category_1_Low_1to50
2010,Pakistan (National),All,422,174.0,31500,21000000,630000,32,126000,378000,9450,8181.8,38.6,24.0,31.1,2025,2,Category_2_Critical
2010,Punjab,All (Province Level),471,256.8,8494,5662675,169880,8,33976,101928,2548,2206.2,39.7,24.1,31.3,546,2,Category_2_Critical
2010,Punjab,Lahore,563,296.5,249,166177,4985,0,997,2991,75,64.7,39.6,24.5,32.9,16,1,Category_1_Low_1to50
2010,Punjab,Multan,306,173.2,517,344424,10333,1,2067,6200,155,134.2,36.9,24.9,30.9,33,1,Category_1_Low_1to50
2010,Punjab,Faisalabad,662,347.3,377,251567,7547,0,1509,4528,113,98.0,37.4,25.0,30.3,24,1,Category_1_Low_1to50
2010,Punjab,Rawalpindi,428,231.8,190,126829,3805,0,761,2283,57,49.4,40.0,22.7,32.2,12,1,Category_1_Low_1to50
2010,Punjab,Gujranwala,492,296.8,306,203906,6117,0,1223,3670,92,79.4,38.8,23.9,29.9,20,1,Category_1_Low_1to50
2010,Punjab,Sargodha,665,427.8,215,143573,4307,0,861,2584,65,55.9,39.5,24.8,33.0,14,1,Category_1_Low_1to50
2010,Punjab,Sialkot,561,279.1,467,311169,9335,0,1867,5601,140,121.2,37.8,23.5,29.3,30,1,Category_1_Low_1to50
2010,Punjab,Jhang,327,142.2,532,354735,10642,1,2128,6385,160,138.2,38.1,22.7,33.2,34,1,Category_1_Low_1to50
2010,Punjab,Muzaffargarh,535,279.4,180,119849,3595,0,719,2157,54,46.7,36.0,24.8,31.4,12,1,Category_1_Low_1to50
2010,Punjab,Rahim Yar Khan,523,321.8,165,109795,3294,0,659,1976,49,42.8,40.5,25.5,33.2,11,1,Category_1_Low_1to50
2010,Punjab,Bahawalnagar,465,269.0,331,220566,6617,0,1323,3970,99,85.9,36.1,22.4,32.0,21,1,Category_1_Low_1to50
2010,Punjab,Bahawalpur,543,345.1,272,181374,5441,0,1088,3265,82,70.7,38.7,23.6,32.5,17,1,Category_1_Low_1to50
2010,Punjab,D.G. Khan,431,239.4,443,295082,8852,0,1770,5311,133,115.0,39.8,23.5,30.1,28,1,Category_1_Low_1to50
2010,Punjab,Rajanpur,487,235.9,195,129789,3894,0,779,2336,58,50.6,36.9,23.7,32.5,13,1,Category_1_Low_1to50
2010,Punjab,Mianwali,477,284.7,419,279053,8372,0,1674,5023,126,108.7,40.5,22.7,33.0,27,1,Category_1_Low_1to50
2010,Punjab,Khushab,296,126.0,410,273234,8197,0,1639,4918,123,106.5,37.8,22.8,31.9,26,1,Category_1_Low_1to50
2010,Punjab,Chakwal,586,409.6,518,345660,10370,1,2074,6222,156,134.7,37.9,22.7,31.7,33,1,Category_1_Low_1to50
2010,Punjab,Jhelum,315,150.0,536,357453,10724,1,2145,6434,161,139.3,38.6,23.8,32.6,34,1,Category_1_Low_1to50
2010,Punjab,Kasur,441,261.5,477,317763,9533,0,1907,5720,143,123.8,36.3,23.6,30.9,31,1,Category_1_Low_1to50
2010,Punjab,Sheikhupura,312,143.8,437,291606,8748,0,1750,5249,131,113.6,36.7,22.8,32.6,28,1,Category_1_Low_1to50
2010,Punjab,Gujrat,354,140.8,175,116796,3504,0,701,2102,53,45.5,38.6,23.1,31.3,11,1,Category_1_Low_1to50
2010,Punjab,Hafizabad,376,155.8,533,355613,10668,1,2134,6401,160,138.6,40.5,25.9,31.8,34,1,Category_1_Low_1to50
2010,Punjab,Narowal,602,352.6,362,241051,7232,0,1446,4339,108,93.9,39.2,23.9,32.2,23,1,Category_1_Low_1to50
2010,Punjab,Layyah,636,374.6,355,236360,7091,0,1418,4254,106,92.1,40.0,23.9,30.8,23,1,Category_1_Low_1to50
2010,Punjab,Bhakkar,640,388.5,409,272668,8180,0,1636,4908,123,106.2,38.4,23.4,31.5,26,1,Category_1_Low_1to50
2010,Sindh,All (Province Level),307,119.3,7462,4974708,149241,7,29848,89545,2239,1938.2,36.8,25.2,32.2,480,2,Category_2_Critical
2010,Sindh,Karachi,280,90.5,422,281295,8439,0,1688,5063,127,109.6,39.8,26.0,30.9,27,1,Category_1_Low_1to50
2010,Sindh,Hyderabad,458,281.7,457,304858,9146,0,1829,5487,137,118.8,38.8,24.8,32.0,29,1,Category_1_Low_1to50
2010,Sindh,Sukkur,234,61.4,325,216572,6497,0,1299,3898,97,84.4,36.9,23.4,31.4,21,1,Category_1_Low_1to50
2010,Sindh,Larkana,231,68.6,303,201810,6054,0,1211,3633,91,78.6,39.6,25.8,29.6,19,1,Category_1_Low_1to50
2010,Sindh,Khairpur,189,28.6,281,187627,5629,0,1126,3377,84,73.1,38.8,22.9,30.2,18,1,Category_1_Low_1to50
2010,Sindh,Jacobabad,454,263.2,261,173826,5215,0,1043,3129,78,67.7,37.0,25.7,33.0,17,1,Category_1_Low_1to50
2010,Sindh,Shikarpur,195,36.4,278,185632,5569,0,1114,3341,84,72.3,37.8,22.3,31.6,18,1,Category_1_Low_1to50
2010,Sindh,Kashmore,269,122.3,249,165675,4970,0,994,2982,75,64.5,38.7,23.8,33.1,16,1,Category_1_Low_1to50
2010,Sindh,Dadu,380,192.3,375,249670,7490,0,1498,4494,112,97.3,40.3,23.7,31.4,24,1,Category_1_Low_1to50
2010,Sindh,Jamshoro,414,170.6,218,145418,4363,0,873,2618,65,56.7,36.9,23.1,32.5,14,1,Category_1_Low_1to50
2010,Sindh,Thatta,309,132.3,449,299345,8980,0,1796,5388,135,116.6,40.2,22.5,30.1,29,1,Category_1_Low_1to50
2010,Sindh,Badin,320,131.9,379,252957,7589,0,1518,4553,114,98.6,37.5,23.8,31.4,24,1,Category_1_Low_1to50
2010,Sindh,Sanghar,407,169.5,286,190680,5720,0,1144,3432,86,74.3,36.6,22.8,30.3,18,1,Category_1_Low_1to50
2010,Sindh,Mirpur Khas,372,207.4,337,224906,6747,0,1349,4048,101,87.6,36.0,23.8,32.0,22,1,Category_1_Low_1to50
2010,Sindh,Tharparkar,256,64.1,312,207918,6238,0,1248,3743,94,81.0,40.3,23.4,30.2,20,1,Category_1_Low_1to50
2010,Sindh,Umerkot,370,140.3,319,212650,6380,0,1276,3828,96,82.8,39.2,25.5,30.8,21,1,Category_1_Low_1to50
2010,Sindh,Matiari,284,93.2,311,207285,6219,0,1244,3731,93,80.8,37.2,22.5,33.2,20,1,Category_1_Low_1to50
2010,Sindh,Qambar,454,198.7,352,234503,7035,0,1407,4221,106,91.4,39.1,24.5,32.7,23,1,Category_1_Low_1to50
2010,KPK,All (Province Level),434,169.6,5902,3934694,118041,6,23608,70824,1771,1533.0,38.0,24.1,30.9,379,2,Category_2_Critical
2010,KPK,Peshawar,339,86.3,422,281568,8447,0,1689,5068,127,109.7,39.2,25.5,31.5,27,1,Category_1_Low_1to50
2010,KPK,Nowshera,580,317.3,298,198505,5955,0,1191,3573,89,77.3,40.2,26.2,30.4,19,1,Category_1_Low_1to50
2010,KPK,Charsadda,359,100.6,270,179993,5400,0,1080,3240,81,70.1,36.3,22.7,33.2,17,1,Category_1_Low_1to50
2010,KPK,Mardan,387,127.6,465,310000,9300,0,1860,5580,140,120.8,38.8,24.6,32.0,30,1,Category_1_Low_1to50
2010,KPK,Swat,368,111.5,338,225062,6752,0,1350,4051,101,87.7,36.9,25.0,30.2,22,1,Category_1_Low_1to50
2010,KPK,Malakand,346,147.1,424,282458,8474,0,1695,5084,127,110.0,36.5,24.6,32.6,27,1,Category_1_Low_1to50
2010,KPK,Dir Upper,394,146.2,204,135870,4076,0,815,2446,61,52.9,40.4,23.5,31.1,13,1,Category_1_Low_1to50
2010,KPK,Dir Lower,361,161.6,126,84099,2523,0,505,1514,38,32.8,39.0,23.9,31.4,8,1,Category_1_Low_1to50
2010,KPK,Chitral,520,184.2,194,129417,3883,0,777,2330,58,50.4,36.1,25.8,31.6,12,1,Category_1_Low_1to50
2010,KPK,Mansehra,288,104.3,349,232605,6978,0,1396,4187,105,90.6,38.8,23.6,32.9,22,1,Category_1_Low_1to50
2010,KPK,Abbottabad,540,257.6,234,155760,4673,0,935,2804,70,60.7,38.4,25.0,32.9,15,1,Category_1_Low_1to50
2010,KPK,Haripur,526,187.4,469,312355,9371,0,1874,5622,141,121.7,37.3,22.2,30.3,30,1,Category_1_Low_1to50
2010,KPK,Swabi,508,206.0,258,172165,5165,0,1033,3099,77,67.1,35.9,25.1,30.5,17,1,Category_1_Low_1to50
2010,KPK,Buner,394,175.5,395,263320,7900,0,1580,4740,118,102.6,36.3,25.5,32.9,25,1,Category_1_Low_1to50
2010,KPK,Shangla,417,142.4,287,191534,5746,0,1149,3448,86,74.6,39.7,22.7,29.3,18,1,Category_1_Low_1to50
2010,KPK,Kohistan,360,162.8,363,242168,7265,0,1453,4359,109,94.3,38.5,25.6,33.1,23,1,Category_1_Low_1to50
2010,KPK,Battagram,294,80.4,352,234987,7050,0,1410,4230,106,91.6,37.7,24.6,30.8,23,1,Category_1_Low_1to50
2010,KPK,Tor Ghar,383,169.7,184,122498,3675,0,735,2205,55,47.7,36.7,26.1,31.0,12,1,Category_1_Low_1to50
2010,Balochistan,All (Province Level),553,198.9,3816,2544095,76323,4,15265,45794,1145,991.2,38.5,24.8,30.9,245,2,Category_2_Critical
2010,Balochistan,Quetta,667,242.1,181,120639,3619,0,724,2172,54,47.0,37.4,22.7,31.8,12,1,Category_1_Low_1to50
2010,Balochistan,Khuzdar,677,245.4,157,104613,3138,0,628,1883,47,40.8,39.6,25.7,31.2,10,1,Category_1_Low_1to50
2010,Balochistan,Turbat,425,167.3,314,209604,6288,0,1258,3773,94,81.7,37.2,24.0,31.7,20,1,Category_1_Low_1to50
2010,Balochistan,Gwadar,394,86.7,263,175531,5266,0,1053,3160,79,68.4,36.3,24.1,31.6,17,1,Category_1_Low_1to50
2010,Balochistan,Lasbela,360,120.9,187,124457,3734,0,747,2240,56,48.5,38.7,24.4,30.2,12,1,Category_1_Low_1to50
2010,Balochistan,Mastung,352,90.3,323,215655,6470,0,1294,3882,97,84.0,39.2,23.2,30.5,21,1,Category_1_Low_1to50
2010,Balochistan,Kalat,735,286.8,329,219354,6581,0,1316,3948,99,85.5,39.5,23.7,31.8,21,1,Category_1_Low_1to50
2010,Balochistan,Sibi,681,262.2,188,125048,3751,0,750,2251,56,48.7,37.6,25.8,29.3,12,1,Category_1_Low_1to50
2010,Balochistan,Nasirabad,713,263.8,143,95226,2857,0,571,1714,43,37.1,37.5,24.9,30.8,9,1,Category_1_Low_1to50
2010,Balochistan,Jaffarabad,537,156.9,291,194261,5828,0,1166,3497,87,75.7,37.1,22.7,31.6,19,1,Category_1_Low_1to50
2010,Balochistan,Bolan,363,106.2,325,216507,6495,0,1299,3897,97,84.4,38.3,22.8,31.9,21,1,Category_1_Low_1to50
2010,Balochistan,Zhob,508,183.8,347,231255,6938,0,1388,4163,104,90.1,36.4,25.7,30.9,22,1,Category_1_Low_1to50
2010,Balochistan,Loralai,552,186.0,232,154600,4638,0,928,2783,70,60.2,36.1,25.5,33.0,15,1,Category_1_Low_1to50
2010,Balochistan,Dera Bugti,407,121.2,349,232479,6974,0,1395,4185,105,90.6,38.8,24.5,30.9,22,1,Category_1_Low_1to50
2010,Balochistan,Kohlu,527,217.5,155,103423,3103,0,621,1862,47,40.3,39.5,23.0,29.5,10,1,Category_1_Low_1to50
2010,Balochistan,Jhal Magsi,766,305.3,265,176893,5307,0,1061,3184,80,68.9,37.5,25.4,31.4,17,1,Category_1_Low_1to50
2010,AJK,All (Province Level),463,158.7,1651,1100968,33029,2,6606,19817,495,428.9,38.0,23.8,30.5,106,2,Category_2_Critical
2010,AJK,Muzaffarabad,526,237.2,129,86036,2581,0,516,1549,39,33.5,40.5,25.2,31.6,8,1,Category_1_Low_1to50
2010,AJK,Mirpur,476,155.9,205,136771,4103,0,821,2462,62,53.3,39.9,25.3,30.4,13,1,Category_1_Low_1to50
2010,AJK,Rawlakot,642,214.7,230,153601,4608,0,922,2765,69,59.8,36.7,25.1,29.4,15,1,Category_1_Low_1to50
2010,AJK,Kotli,520,157.4,189,125823,3775,0,755,2265,57,49.0,39.2,24.1,32.5,12,1,Category_1_Low_1to50
2010,AJK,Bagh,687,337.6,214,142380,4271,0,854,2563,64,55.5,39.9,23.3,29.8,14,1,Category_1_Low_1to50
2010,AJK,Haveli,437,181.9,211,140516,4215,0,843,2529,63,54.7,38.8,25.8,30.8,14,1,Category_1_Low_1to50
2010,AJK,Neelum,298,52.0,143,95186,2856,0,571,1713,43,37.1,39.9,24.6,30.7,9,1,Category_1_Low_1to50
2010,AJK,Hattian,622,234.4,277,184747,5542,0,1108,3325,83,72.0,39.7,24.6,30.9,18,1,Category_1_Low_1to50
2010,Gilgit-Baltistan,All (Province Level),455,184.4,1433,955402,28662,1,5732,17197,430,372.2,37.5,24.5,31.4,92,2,Category_2_Critical
2010,Gilgit-Baltistan,Gilgit,520,200.6,90,60175,1805,0,361,1083,27,23.4,38.4,23.1,31.9,6,1,Category_1_Low_1to50
2010,Gilgit-Baltistan,Skardu,340,134.5,100,66861,2006,0,401,1203,30,26.1,36.8,23.7,29.5,6,1,Category_1_Low_1to50
2010,Gilgit-Baltistan,Ghanche,471,205.8,162,107972,3239,0,648,1943,49,42.1,40.0,22.8,31.3,10,1,Category_1_Low_1to50
2010,Gilgit-Baltistan,Ghizer,508,211.7,75,49851,1496,0,299,897,22,19.4,40.2,24.4,33.1,5,1,Category_1_Low_1to50
2010,Gilgit-Baltistan,Hunza,291,100.7,75,49723,1492,0,298,895,22,19.4,38.5,24.8,29.4,5,1,Category_1_Low_1to50
2010,Gilgit-Baltistan,Nagar,394,181.4,312,208138,6244,0,1249,3746,94,81.1,36.6,22.7,29.7,20,1,Category_1_Low_1to50
2010,Gilgit-Baltistan,Astore,420,129.5,155,103093,3093,0,619,1856,46,40.2,39.2,26.0,29.8,10,1,Category_1_Low_1to50
2010,Gilgit-Baltistan,Diamer,304,123.5,163,108809,3264,0,653,1959,49,42.4,39.2,24.8,30.9,10,1,Category_1_Low_1to50
2010,FATA,All (Province Level),418,234.4,942,628043,18841,1,3768,11305,283,244.7,37.8,23.6,30.4,61,2,Category_2_Critical
2010,FATA,Khyber,525,344.9,208,138489,4155,0,831,2493,62,54.0,37.8,23.1,29.6,13,1,Category_1_Low_1to50
2010,FATA,Kurram,506,298.4,108,71798,2154,0,431,1292,32,28.0,38.2,25.9,29.5,7,1,Category_1_Low_1to50
2010,FATA,Orakzai,545,281.1,96,63730,1912,0,382,1147,29,24.8,37.0,25.7,32.6,6,1,Category_1_Low_1to50
2010,FATA,Mohmand,405,183.2,92,61090,1833,0,367,1100,27,23.8,36.7,25.4,30.6,6,1,Category_1_Low_1to50
2010,FATA,Bajaur,468,241.6,158,105134,3154,0,631,1892,47,41.0,39.8,25.7,29.5,10,1,Category_1_Low_1to50
2010,FATA,North Waziristan,407,220.5,126,83849,2515,0,503,1509,38,32.7,37.8,24.3,33.2,8,1,Category_1_Low_1to50
2010,FATA,South Waziristan,400,260.4,94,62992,1890,0,378,1134,28,24.5,36.6,26.0,32.8,6,1,Category_1_Low_1to50
2011,Pakistan (National),All,298,101.4,14550,9700000,291000,15,58200,174600,4365,2327.3,38.6,24.4,31.2,520,2,Category_2_Critical
2011,Punjab,All (Province Level),348,136.7,4176,2783799,83514,4,16703,50108,1253,667.9,38.1,24.0,31.5,149,2,Category_2_Critical
2011,Punjab,Lahore,357,139.6,143,95441,2863,0,573,1718,43,22.9,38.7,23.1,32.3,5,1,Category_1_Low_1to50
2011,Punjab,Multan,453,202.0,80,53388,1602,0,320,961,24,12.8,37.2,25.0,31.6,3,1,Category_1_Low_1to50
2011,Punjab,Faisalabad,400,174.0,247,164693,4941,0,988,2964,74,39.5,36.5,23.3,31.0,9,1,Category_1_Low_1to50
2011,Punjab,Rawalpindi,299,139.2,185,123416,3702,0,740,2221,56,29.6,38.3,23.4,32.2,7,1,Category_1_Low_1to50
2011,Punjab,Gujranwala,504,278.9,92,61312,1839,0,368,1104,28,14.7,38.2,22.6,31.8,3,1,Category_1_Low_1to50
2011,Punjab,Sargodha,372,126.8,166,110477,3314,0,663,1989,50,26.5,36.8,22.3,32.7,6,1,Category_1_Low_1to50
2011,Punjab,Sialkot,396,146.0,222,148052,4442,0,888,2665,67,35.5,38.0,25.2,33.0,8,1,Category_1_Low_1to50
2011,Punjab,Jhang,293,118.7,145,96518,2896,0,579,1737,43,23.2,37.1,23.5,31.5,5,1,Category_1_Low_1to50
2011,Punjab,Muzaffargarh,402,211.6,174,115807,3474,0,695,2085,52,27.8,36.3,22.9,31.4,6,1,Category_1_Low_1to50
2011,Punjab,Rahim Yar Khan,334,107.5,104,69167,2075,0,415,1245,31,16.6,35.9,24.8,32.0,4,1,Category_1_Low_1to50
2011,Punjab,Bahawalnagar,215,62.9,273,182156,5465,0,1093,3279,82,43.7,40.3,24.1,31.6,10,1,Category_1_Low_1to50
2011,Punjab,Bahawalpur,501,196.4,215,143419,4303,0,861,2582,65,34.4,39.5,23.4,32.8,8,1,Category_1_Low_1to50
2011,Punjab,D.G. Khan,490,260.3,77,51289,1539,0,308,923,23,12.3,37.0,22.8,32.7,3,1,Category_1_Low_1to50
2011,Punjab,Rajanpur,284,79.7,185,123044,3691,0,738,2215,55,29.5,39.7,23.5,30.9,7,1,Category_1_Low_1to50
2011,Punjab,Mianwali,411,147.6,152,101622,3049,0,610,1829,46,24.4,37.4,25.4,32.4,5,1,Category_1_Low_1to50
2011,Punjab,Khushab,332,153.4,255,169765,5093,0,1019,3056,76,40.7,39.2,25.2,31.6,9,1,Category_1_Low_1to50
2011,Punjab,Chakwal,307,113.2,118,78916,2367,0,473,1420,36,18.9,39.1,25.2,30.2,4,1,Category_1_Low_1to50
2011,Punjab,Jhelum,271,70.4,130,86847,2605,0,521,1563,39,20.8,40.4,23.7,32.3,5,1,Category_1_Low_1to50
2011,Punjab,Kasur,266,59.3,282,187864,5636,0,1127,3382,85,45.1,37.7,23.6,29.5,10,1,Category_1_Low_1to50
2011,Punjab,Sheikhupura,287,106.5,126,84051,2522,0,504,1513,38,20.2,39.9,25.7,30.5,4,1,Category_1_Low_1to50
2011,Punjab,Gujrat,448,242.0,276,183722,5512,0,1102,3307,83,44.1,39.3,26.0,32.0,10,1,Category_1_Low_1to50
2011,Punjab,Hafizabad,411,179.6,139,92634,2779,0,556,1667,42,22.2,36.5,23.5,32.5,5,1,Category_1_Low_1to50
2011,Punjab,Narowal,507,264.7,178,118606,3558,0,712,2135,53,28.5,39.2,25.2,32.5,6,1,Category_1_Low_1to50
2011,Punjab,Layyah,478,264.9,214,142917,4288,0,858,2573,64,34.3,39.4,25.2,32.0,8,1,Category_1_Low_1to50
2011,Punjab,Bhakkar,262,106.3,154,102522,3076,0,615,1845,46,24.6,39.4,24.1,32.7,5,1,Category_1_Low_1to50
2011,Sindh,All (Province Level),244,45.2,3510,2340171,70205,4,14041,42123,1053,561.5,38.5,23.6,31.7,125,2,Category_2_Critical
2011,Sindh,Karachi,248,34.1,210,139682,4190,0,838,2514,63,33.5,40.0,25.1,29.7,7,1,Category_1_Low_1to50
2011,Sindh,Hyderabad,299,85.7,288,191924,5758,0,1152,3455,86,46.0,40.3,25.1,29.8,10,1,Category_1_Low_1to50
2011,Sindh,Sukkur,157,-17.8,218,145380,4361,0,872,2617,65,34.9,39.3,24.8,30.4,8,1,Category_1_Low_1to50
2011,Sindh,Larkana,212,16.5,185,123171,3695,0,739,2217,55,29.6,37.8,22.8,29.3,7,1,Category_1_Low_1to50
2011,Sindh,Khairpur,227,41.0,262,174519,5236,0,1047,3141,79,41.9,37.6,24.3,31.1,9,1,Category_1_Low_1to50
2011,Sindh,Jacobabad,258,72.0,270,179996,5400,0,1080,3240,81,43.2,40.8,23.2,29.6,10,1,Category_1_Low_1to50
2011,Sindh,Shikarpur,238,45.1,240,159873,4796,0,959,2878,72,38.4,39.8,23.0,32.6,9,1,Category_1_Low_1to50
2011,Sindh,Kashmore,247,58.3,213,142087,4263,0,853,2558,64,34.1,39.6,24.3,30.6,8,1,Category_1_Low_1to50
2011,Sindh,Dadu,242,28.0,277,184881,5546,0,1109,3328,83,44.4,37.6,22.5,30.1,10,1,Category_1_Low_1to50
2011,Sindh,Jamshoro,146,-22.8,149,99347,2980,0,596,1788,45,23.8,40.1,25.2,30.0,5,1,Category_1_Low_1to50
2011,Sindh,Thatta,305,60.5,90,59729,1792,0,358,1075,27,14.3,38.0,22.7,31.3,3,1,Category_1_Low_1to50
2011,Sindh,Badin,283,58.1,153,102068,3062,0,612,1837,46,24.5,36.4,22.4,33.3,5,1,Category_1_Low_1to50
2011,Sindh,Sanghar,188,29.7,105,69760,2093,0,419,1256,31,16.7,37.8,25.4,30.7,4,1,Category_1_Low_1to50
2011,Sindh,Mirpur Khas,258,38.7,204,135685,4071,0,814,2442,61,32.6,40.2,22.3,32.4,7,1,Category_1_Low_1to50
2011,Sindh,Tharparkar,253,31.1,242,161540,4846,0,969,2908,73,38.8,39.6,23.2,31.5,9,1,Category_1_Low_1to50
2011,Sindh,Umerkot,168,-5.6,353,235607,7068,0,1414,4241,106,56.5,37.6,22.3,30.9,13,1,Category_1_Low_1to50
2011,Sindh,Matiari,220,18.9,171,113801,3414,0,683,2048,51,27.3,35.9,23.5,30.3,6,1,Category_1_Low_1to50
